outcome,attack,factor,contrast,mean_difference,sd_across_blocks,ci95_low,ci95_high,n_independent_blocks,bootstrap_replicates,inference_unit,paired_sign_flip_pvalue,holm_pvalue,multiplicity_family
test_acc,target_model,feature_map,ZZ - EfficientSU2,-0.007781241089105606,0.0071846727824592255,-0.012624995829537512,-0.0033902213908731994,8,10000,paired split/init block,0.015625,0.046875,5 prespecified estimable contrasts within outcome × attack
test_acc,target_model,feature_map,ZZ - Z,-0.0005781166255474091,0.005158176756651262,-0.0042968615889549255,0.002390632452443242,8,10000,paired split/init block,0.796875,0.796875,5 prespecified estimable contrasts within outcome × attack
gap,target_model,repetitions,5 - 1,0.04954166710376738,0.027723550352758673,0.03323933125163117,0.06864869706332677,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
gap,target_model,depth,6 - 2,0.011395839353402456,0.009438686481694889,0.00452057824780543,0.01699011807019512,8,10000,paired split/init block,0.015625,0.0390625,5 prespecified estimable contrasts within outcome × attack
gap,target_model,feature_map,Z - EfficientSU2,0.013765631243586533,0.011528599309021984,0.006921865046024312,0.022031262563541532,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
gap,target_model,feature_map,ZZ - EfficientSU2,0.022312499582767466,0.013066460599922407,0.014015627652406675,0.030735162040218672,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
gap,target_model,feature_map,ZZ - Z,0.008546868339180932,0.005996631572151087,0.004765618592500678,0.012374997185543152,8,10000,paired split/init block,0.015625,0.0390625,5 prespecified estimable contrasts within outcome × attack
train_loss,target_model,repetitions,5 - 1,-0.05670608580112457,0.016282039095837763,-0.06828329587976138,-0.04729678506652515,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
train_loss,target_model,depth,6 - 2,-0.03199163327614466,0.011037072605576249,-0.03982108024259409,-0.025771191172922647,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
train_loss,target_model,feature_map,Z - EfficientSU2,-0.012277792207896703,0.014875721539226991,-0.021732042217627156,-0.00248625688254832,8,10000,paired split/init block,0.0546875,0.0546875,5 prespecified estimable contrasts within outcome × attack
train_loss,target_model,feature_map,ZZ - EfficientSU2,-0.027363114058971405,0.010705448081510353,-0.03436975195072591,-0.020480692386627204,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
train_loss,target_model,feature_map,ZZ - Z,-0.015085321851074699,0.011225807279639026,-0.022631299681961543,-0.007998083718121055,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
valid_loss,target_model,repetitions,5 - 1,0.029805500681201615,0.0244250978600008,0.015346432492757838,0.046547407905260726,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
valid_loss,target_model,depth,6 - 2,0.0014826860278844838,0.013896227209547826,-0.007116329902783035,0.010855849692597976,8,10000,paired split/init block,0.765625,1.0,5 prespecified estimable contrasts within outcome × attack
valid_loss,target_model,feature_map,Z - EfficientSU2,0.015986699610948566,0.036622833092663794,-0.01076796830166131,0.03542546089738609,8,10000,paired split/init block,0.28125,1.0,5 prespecified estimable contrasts within outcome × attack
valid_loss,target_model,feature_map,ZZ - EfficientSU2,0.012343936599791048,0.04117557060263759,-0.016018648631870747,0.0365048974053934,8,10000,paired split/init block,0.4375,1.0,5 prespecified estimable contrasts within outcome × attack
valid_loss,target_model,feature_map,ZZ - Z,-0.003642763011157518,0.015912116790650535,-0.014864341355860245,0.005911730090156183,8,10000,paired split/init block,0.6015625,1.0,5 prespecified estimable contrasts within outcome × attack
test_loss,target_model,repetitions,5 - 1,0.038049567490816116,0.025322383661556088,0.02335188041130702,0.05518792344567672,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
test_loss,target_model,depth,6 - 2,0.00429672375321388,0.007345112760305846,0.00018641354205707595,0.00962379512687524,8,10000,paired split/init block,0.1171875,0.21875,5 prespecified estimable contrasts within outcome × attack
test_loss,target_model,feature_map,Z - EfficientSU2,0.015313550829887392,0.012767388790476708,0.006831652484834198,0.02330812718719244,8,10000,paired split/init block,0.0234375,0.0703125,5 prespecified estimable contrasts within outcome × attack
test_loss,target_model,feature_map,ZZ - EfficientSU2,0.02296868059784174,0.014130481271725687,0.0142827108502388,0.03218178984243422,8,10000,paired split/init block,0.015625,0.0625,5 prespecified estimable contrasts within outcome × attack
test_loss,target_model,feature_map,ZZ - Z,0.0076551297679543495,0.011479471066564781,0.0001527806743979454,0.015274790115654469,8,10000,paired split/init block,0.109375,0.21875,5 prespecified estimable contrasts within outcome × attack
loss_gap,target_model,repetitions,5 - 1,0.09475565329194069,0.03969401389787216,0.07096911356784404,0.1221361793577671,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
loss_gap,target_model,depth,6 - 2,0.03628835702935854,0.01788835108986918,0.026223568245768547,0.04901381370921927,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
loss_gap,target_model,feature_map,Z - EfficientSU2,0.027591343037784093,0.026972077488118362,0.00972210802137852,0.04458288289606571,8,10000,paired split/init block,0.03125,0.0625,5 prespecified estimable contrasts within outcome × attack
loss_gap,target_model,feature_map,ZZ - EfficientSU2,0.050331794656813145,0.023816588796865965,0.03532033134251834,0.06640702905133361,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
loss_gap,target_model,feature_map,ZZ - Z,0.02274045161902905,0.020883660100632605,0.009388496167957781,0.03626227760687471,8,10000,paired split/init block,0.03125,0.0625,5 prespecified estimable contrasts within outcome × attack
auc,confidence,repetitions,5 - 1,0.017493906250000007,0.01437635128644902,0.007244957682291659,0.025495490885416687,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,confidence,depth,6 - 2,0.005412708333333318,0.0065499950510401915,0.001208984374999975,0.009772399739583324,8,10000,paired split/init block,0.046875,0.140625,5 prespecified estimable contrasts within outcome × attack
auc,confidence,feature_map,Z - EfficientSU2,0.008102109374999998,0.008804199134399374,0.0025116015624999898,0.013982226562500017,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,confidence,feature_map,ZZ - EfficientSU2,0.008032421874999994,0.01576032219837513,-0.0028844531250000176,0.0172522265625,8,10000,paired split/init block,0.1953125,0.390625,5 prespecified estimable contrasts within outcome × attack
auc,confidence,feature_map,ZZ - Z,-6.968750000000377e-05,0.010276487096939884,-0.0067678906249999966,0.006670747070312526,8,10000,paired split/init block,0.9921875,0.9921875,5 prespecified estimable contrasts within outcome × attack
auc,correctness,repetitions,5 - 1,0.024770833333333336,0.013861775121672167,0.01656770833333334,0.03432434895833333,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,correctness,depth,6 - 2,0.005697916666666676,0.004719342901361892,0.0023802083333333487,0.008494921875000006,8,10000,paired split/init block,0.015625,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,correctness,feature_map,Z - EfficientSU2,0.006882812500000005,0.005764291004212913,0.0034843750000000152,0.010890624999999994,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,correctness,feature_map,ZZ - EfficientSU2,0.011156250000000008,0.0065332255214622355,0.007007617187500023,0.015437499999999995,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,correctness,feature_map,ZZ - Z,0.004273437500000003,0.0029983137932308983,0.0023671874999999995,0.006195507812500028,8,10000,paired split/init block,0.015625,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,entropy,repetitions,5 - 1,0.017493776041666687,0.014376300100989798,0.007436093750000006,0.025539609375000022,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,entropy,depth,6 - 2,0.0054126822916666486,0.00654987023476275,0.0013651184895833246,0.009857395833333324,8,10000,paired split/init block,0.046875,0.140625,5 prespecified estimable contrasts within outcome × attack
auc,entropy,feature_map,Z - EfficientSU2,0.008101992187500007,0.008804162537331272,0.002387531249999993,0.01394328906249999,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,entropy,feature_map,ZZ - EfficientSU2,0.008032304687499997,0.015760247005825755,-0.0030925917968749905,0.017303822265624984,8,10000,paired split/init block,0.1953125,0.390625,5 prespecified estimable contrasts within outcome × attack
auc,entropy,feature_map,ZZ - Z,-6.968750000001071e-05,0.010276425868327586,-0.006685117187500016,0.006552187499999989,8,10000,paired split/init block,0.9921875,0.9921875,5 prespecified estimable contrasts within outcome × attack
auc,loss,repetitions,5 - 1,0.03512463541666668,0.013692624048469057,0.02591333333333335,0.043339869791666666,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,loss,depth,6 - 2,0.012595989583333354,0.0067003240570600855,0.008437575520833355,0.017018272135416675,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,loss,feature_map,Z - EfficientSU2,0.013932343749999987,0.00864616019587959,0.008242892578124992,0.019483587890624987,8,10000,paired split/init block,0.015625,0.046875,5 prespecified estimable contrasts within outcome × attack
auc,loss,feature_map,ZZ - EfficientSU2,0.017088593749999985,0.01221438663185388,0.009210188476562487,0.024757865234374985,8,10000,paired split/init block,0.015625,0.046875,5 prespecified estimable contrasts within outcome × attack
auc,loss,feature_map,ZZ - Z,0.0031562499999999976,0.006728585995835096,-0.000902776367187512,0.007784480468749994,8,10000,paired split/init block,0.2421875,0.2421875,5 prespecified estimable contrasts within outcome × attack
auc,margin,repetitions,5 - 1,0.017493828125000017,0.014376267349644398,0.007132421875000003,0.025540188151041678,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,margin,depth,6 - 2,0.005412734374999986,0.006550004142845919,0.0013900214843749687,0.009785682942708334,8,10000,paired split/init block,0.046875,0.140625,5 prespecified estimable contrasts within outcome × attack
auc,margin,feature_map,Z - EfficientSU2,0.008102070312500003,0.008804197830593115,0.0024215234374999946,0.01401674218750001,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,margin,feature_map,ZZ - EfficientSU2,0.008032382812499989,0.015760255429339735,-0.0031641796874999975,0.01714639160156246,8,10000,paired split/init block,0.1953125,0.390625,5 prespecified estimable contrasts within outcome × attack
auc,margin,feature_map,ZZ - Z,-6.968750000001418e-05,0.01027643236019057,-0.006899101562500022,0.006388445312499992,8,10000,paired split/init block,0.9921875,0.9921875,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,repetitions,5 - 1,0.017493906250000007,0.01437635128644902,0.007420606119791659,0.025626257161458364,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,depth,6 - 2,0.005412708333333318,0.0065499950510401915,0.0012670039062499775,0.009738466796875003,8,10000,paired split/init block,0.046875,0.140625,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,feature_map,Z - EfficientSU2,0.008102109374999998,0.008804199134399374,0.002401979492187503,0.013875195312499996,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,feature_map,ZZ - EfficientSU2,0.008032421874999994,0.01576032219837513,-0.0028745312500000134,0.017079583984374987,8,10000,paired split/init block,0.1953125,0.390625,5 prespecified estimable contrasts within outcome × attack
auc,max_probability,feature_map,ZZ - Z,-6.968750000000377e-05,0.010276487096939884,-0.00675128906250002,0.006348374023437511,8,10000,paired split/init block,0.9921875,0.9921875,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,repetitions,5 - 1,0.019210937500000004,0.023820487082524364,0.005330729166666681,0.03589453125000002,8,10000,paired split/init block,0.03125,0.15625,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,depth,6 - 2,0.008963541666666654,0.015509685593919131,-0.0008757324218750422,0.01899283854166666,8,10000,paired split/init block,0.15625,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,feature_map,Z - EfficientSU2,0.019142578125000004,0.02807839912555492,0.0005634765625000017,0.036508398437500006,8,10000,paired split/init block,0.09375,0.28125,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,feature_map,ZZ - EfficientSU2,0.03083691406249999,0.03070214307928106,0.011596679687499988,0.05130859375000003,8,10000,paired split/init block,0.03125,0.15625,5 prespecified estimable contrasts within outcome × attack
auc,learned_prediction_vector_stats,feature_map,ZZ - Z,0.011694335937499984,0.020627569525707008,-0.003177734375000003,0.02307619628906249,8,10000,paired split/init block,0.171875,0.3125,5 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,repetitions,5 - 1,0.03880026041666666,0.02153658375942345,0.024468229166666678,0.05212906901041666,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,depth,6 - 2,0.010979427083333342,0.006594199369467152,0.007335937499999996,0.015844531250000012,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,feature_map,Z - EfficientSU2,0.014614843749999993,0.007748430095529847,0.009696874999999973,0.019856269531250012,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,feature_map,ZZ - EfficientSU2,0.016350390624999978,0.012953919924072193,0.008216611328124986,0.024569990234374985,8,10000,paired split/init block,0.015625,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,global_true_class_log_odds,feature_map,ZZ - Z,0.001735546874999985,0.006293627405508187,-0.0024130566406250346,0.005707031249999975,8,10000,paired split/init block,0.4296875,0.4296875,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline,repetitions,5 - 1,0.01477031250000003,0.01895193474406123,0.0020517447916666718,0.026546354166666702,8,10000,paired split/init block,0.078125,0.390625,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline,depth,6 - 2,0.007427604166666649,0.013472038381119645,-0.0010354166666666756,0.01615364583333331,8,10000,paired split/init block,0.203125,0.8125,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline,feature_map,Z - EfficientSU2,0.0014710937499999976,0.022277707952657155,-0.013325449218750004,0.015353164062499992,8,10000,paired split/init block,0.8671875,1.0,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline,feature_map,ZZ - EfficientSU2,0.006777343750000005,0.020695165265681836,-0.0057281249999999815,0.021296347656249975,8,10000,paired split/init block,0.4140625,1.0,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline,feature_map,ZZ - Z,0.005306250000000007,0.015348646112931274,-0.004646601562500004,0.015156250000000033,8,10000,paired split/init block,0.359375,1.0,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,repetitions,5 - 1,0.01419583333333334,0.013815334855968552,0.005686979166666673,0.023456263020833316,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,depth,6 - 2,0.011854166666666653,0.010663951244768221,0.005070156249999995,0.01857411458333332,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,feature_map,Z - EfficientSU2,-0.004283593750000017,0.020418641620875293,-0.017694941406250025,0.008474570312499966,8,10000,paired split/init block,0.5703125,1.0,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,feature_map,ZZ - EfficientSU2,0.00016171875000000648,0.014360544532078579,-0.009267968749999985,0.009378398437499998,8,10000,paired split/init block,0.9765625,1.0,5 prespecified estimable contrasts within outcome × attack
auc,lira_offline_fixed_variance,feature_map,ZZ - Z,0.004445312500000024,0.01305872029646281,-0.00469083984374995,0.012009453125000014,8,10000,paired split/init block,0.359375,1.0,5 prespecified estimable contrasts within outcome × attack
auc,lira_online,repetitions,5 - 1,0.034006250000000016,0.012941045733731862,0.025499453125000023,0.042265625000000015,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,lira_online,depth,6 - 2,0.014144791666666672,0.018063983606066453,0.002668997395833348,0.026294270833333327,8,10000,paired split/init block,0.0546875,0.21875,5 prespecified estimable contrasts within outcome × attack
auc,lira_online,feature_map,Z - EfficientSU2,0.0007289062500000117,0.0208733868970145,-0.01349531250000001,0.013644531250000041,8,10000,paired split/init block,0.9609375,0.9609375,5 prespecified estimable contrasts within outcome × attack
auc,lira_online,feature_map,ZZ - EfficientSU2,0.01553515625,0.02571015271108783,-0.000843945312500025,0.03167316406250003,8,10000,paired split/init block,0.1171875,0.3515625,5 prespecified estimable contrasts within outcome × attack
auc,lira_online,feature_map,ZZ - Z,0.014806249999999988,0.02601390253306876,-0.0025843750000000207,0.030325234374999992,8,10000,paired split/init block,0.171875,0.3515625,5 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,repetitions,5 - 1,0.0382078125,0.016830037459860215,0.02868541666666667,0.05031354166666668,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,depth,6 - 2,0.019310937500000017,0.011550537449165855,0.012234375000000028,0.0272125,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,feature_map,Z - EfficientSU2,0.0012000000000000153,0.019055701070901886,-0.011046874999999989,0.013494531249999997,8,10000,paired split/init block,0.828125,0.828125,5 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,feature_map,ZZ - EfficientSU2,0.016528906250000017,0.021809058502938582,0.0017049023437500275,0.029685156250000008,8,10000,paired split/init block,0.078125,0.234375,5 prespecified estimable contrasts within outcome × attack
auc,lira_online_fixed_variance,feature_map,ZZ - Z,0.015328906250000003,0.02124477113648768,0.0014557812500000241,0.028878124999999998,8,10000,paired split/init block,0.09375,0.234375,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,repetitions,5 - 1,0.024770833333333336,0.013861775121672167,0.01658854166666668,0.03432291666666666,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,depth,6 - 2,0.005697916666666676,0.004719342901361892,0.00224479166666669,0.008442708333333344,8,10000,paired split/init block,0.015625,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,feature_map,Z - EfficientSU2,0.006882812500000005,0.005764291004212913,0.0034843750000000152,0.010921875000000015,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,feature_map,ZZ - EfficientSU2,0.011156250000000008,0.0065332255214622355,0.007015625000000025,0.015382812500000006,8,10000,paired split/init block,0.0078125,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,label_only_correctness,feature_map,ZZ - Z,0.004273437500000003,0.0029983137932308983,0.002327929687499987,0.00624238281250004,8,10000,paired split/init block,0.015625,0.0390625,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,repetitions,5 - 1,0.018974218749999997,0.013499815453686998,0.01004244791666666,0.02735012369791666,8,10000,paired split/init block,0.0234375,0.1171875,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,depth,6 - 2,0.006051822916666661,0.012085288708653288,-0.0017492187499999923,0.013921490885416667,8,10000,paired split/init block,0.21875,0.75,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,feature_map,Z - EfficientSU2,0.0033343750000000023,0.014289626236145941,-0.005861103515625031,0.012423046875,8,10000,paired split/init block,0.515625,0.75,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,feature_map,ZZ - EfficientSU2,0.007557421875000003,0.013436339229090113,-0.0003386718750000156,0.01673360351562503,8,10000,paired split/init block,0.1875,0.75,5 prespecified estimable contrasts within outcome × attack
auc,label_only_hsj_l2,feature_map,ZZ - Z,0.004223046875000001,0.012950605092375035,-0.004445703125000018,0.012242968750000019,8,10000,paired split/init block,0.375,0.75,5 prespecified estimable contrasts within outcome × attack
