experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,vector_train,vector_valid,vector_test,batch_size,epochs,extra_feats,learning_rate,weight_decay,credit_data_path,credit_pca_components,block_id,seed,model_seed,init_seed,data_seed,split_seed,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,base_target_id
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20263,20261,GEOM_CREDIT_zz_r1_ds20263,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_CREDIT_zz_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20264,20261,GEOM_CREDIT_zz_r1_ds20264,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_CREDIT_zz_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20265,20261,GEOM_CREDIT_zz_r1_ds20265,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_CREDIT_zz_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20266,20261,GEOM_CREDIT_zz_r1_ds20266,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_CREDIT_zz_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20267,20261,GEOM_CREDIT_zz_r1_ds20267,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_CREDIT_zz_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20268,20261,GEOM_CREDIT_zz_r1_ds20268,zz_r1_d2,zz_r1_d2,zz,,1,2,1.0,GEOM_CREDIT_zz_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_zz_r5_ds20261,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_CREDIT_zz_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20262,20261,GEOM_CREDIT_zz_r5_ds20262,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_CREDIT_zz_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20263,20261,GEOM_CREDIT_zz_r5_ds20263,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_CREDIT_zz_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20264,20261,GEOM_CREDIT_zz_r5_ds20264,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_CREDIT_zz_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20265,20261,GEOM_CREDIT_zz_r5_ds20265,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_CREDIT_zz_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20266,20261,GEOM_CREDIT_zz_r5_ds20266,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_CREDIT_zz_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20267,20261,GEOM_CREDIT_zz_r5_ds20267,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_CREDIT_zz_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20268,20261,GEOM_CREDIT_zz_r5_ds20268,zz_r5_d2,zz_r5_d2,zz,,5,2,1.0,GEOM_CREDIT_zz_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_eff_su2_r1_ds20261,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20262,20261,GEOM_CREDIT_eff_su2_r1_ds20262,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20263,20261,GEOM_CREDIT_eff_su2_r1_ds20263,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20264,20261,GEOM_CREDIT_eff_su2_r1_ds20264,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20265,20261,GEOM_CREDIT_eff_su2_r1_ds20265,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20266,20261,GEOM_CREDIT_eff_su2_r1_ds20266,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20267,20261,GEOM_CREDIT_eff_su2_r1_ds20267,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20268,20261,GEOM_CREDIT_eff_su2_r1_ds20268,eff_su2_r1_d2,eff_su2_r1_d2,eff_su2,cx,1,2,1.0,GEOM_CREDIT_eff_su2_r1
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20261,20261,GEOM_CREDIT_eff_su2_r5_ds20261,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20262,20261,GEOM_CREDIT_eff_su2_r5_ds20262,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20263,20261,GEOM_CREDIT_eff_su2_r5_ds20263,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20264,20261,GEOM_CREDIT_eff_su2_r5_ds20264,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20265,20261,GEOM_CREDIT_eff_su2_r5_ds20265,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20266,20261,GEOM_CREDIT_eff_su2_r5_ds20266,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20267,20261,GEOM_CREDIT_eff_su2_r5_ds20267,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5
satml_credit_geometry,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,credit_b01,30261,30261,30261,20268,20261,GEOM_CREDIT_eff_su2_r5_ds20268,eff_su2_r5_d2,eff_su2_r5_d2,eff_su2,cx,5,2,1.0,GEOM_CREDIT_eff_su2_r5
