All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_training_defense_hsj_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b03__dp_qml', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[32/40] attack_calibration member=0 distance=0.1051 queries=386
[33/40] attack_calibration member=0 distance=0.039714 queries=386
[34/40] attack_calibration member=0 distance=0.076365 queries=386
[35/40] attack_calibration member=0 distance=0.223 queries=386
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=0.097283 queries=386
[38/40] attack_calibration member=0 distance=0.23231 queries=386
[39/40] attack_calibration member=0 distance=0.095358 queries=386
[40/40] attack_calibration member=0 distance=0.096667 queries=386
[1/40] final_evaluation member=1 distance=0.13494 queries=386
[2/40] final_evaluation member=1 distance=0.079176 queries=386
[3/40] final_evaluation member=1 distance=0 queries=0
[4/40] final_evaluation member=1 distance=0.14971 queries=386
[5/40] final_evaluation member=1 distance=0.11536 queries=386
[6/40] final_evaluation member=1 distance=0.23195 queries=386
[7/40] final_evaluation member=1 distance=0.084405 queries=386
[8/40] final_evaluation member=1 distance=0.1684 queries=386
[9/40] final_evaluation member=1 distance=0 queries=0
[10/40] final_evaluation member=1 distance=0.12504 queries=386
[11/40] final_evaluation member=1 distance=0.012622 queries=386
[12/40] final_evaluation member=1 distance=0.1927 queries=386
[13/40] final_evaluation member=1 distance=0.047002 queries=386
[14/40] final_evaluation member=1 distance=0.15007 queries=386
[15/40] final_evaluation member=1 distance=0 queries=0
[16/40] final_evaluation member=1 distance=0 queries=0
[17/40] final_evaluation member=1 distance=0.18272 queries=386
[18/40] final_evaluation member=1 distance=0.15121 queries=386
[19/40] final_evaluation member=1 distance=0 queries=0
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=0.058875 queries=386
[22/40] final_evaluation member=0 distance=0 queries=0
[23/40] final_evaluation member=0 distance=0.11985 queries=386
[24/40] final_evaluation member=0 distance=0.19745 queries=386
[25/40] final_evaluation member=0 distance=0.084285 queries=386
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0 queries=0
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0 queries=0
[31/40] final_evaluation member=0 distance=0.095312 queries=386
[32/40] final_evaluation member=0 distance=0.17339 queries=386
[33/40] final_evaluation member=0 distance=0.038773 queries=386
[34/40] final_evaluation member=0 distance=0.12704 queries=386
[35/40] final_evaluation member=0 distance=0.08825 queries=386
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.067562 queries=386
[38/40] final_evaluation member=0 distance=0 queries=0
[39/40] final_evaluation member=0 distance=0 queries=0
[40/40] final_evaluation member=0 distance=0.071908 queries=386
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_low_eff_su2_r1_d6_b03__dp_qml/hsj/none_metrics.json
