All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b05__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'lattice_round', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[17/40] final_evaluation member=1 distance=0.74328 queries=390
[18/40] final_evaluation member=1 distance=1.1227 queries=390
[19/40] final_evaluation member=1 distance=0.91862 queries=391
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=0 queries=0
[22/40] final_evaluation member=0 distance=1.1108 queries=390
[23/40] final_evaluation member=0 distance=1.4644 queries=391
[24/40] final_evaluation member=0 distance=0.05208 queries=386
[25/40] final_evaluation member=0 distance=1.223 queries=394
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0.069923 queries=386
[28/40] final_evaluation member=0 distance=0.043621 queries=386
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0.56709 queries=388
[31/40] final_evaluation member=0 distance=0.88322 queries=387
[32/40] final_evaluation member=0 distance=1.0138 queries=387
[33/40] final_evaluation member=0 distance=0.60939 queries=386
[34/40] final_evaluation member=0 distance=0.41706 queries=387
[35/40] final_evaluation member=0 distance=0.18281 queries=386
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=1.0292 queries=386
[38/40] final_evaluation member=0 distance=0.083424 queries=386
[39/40] final_evaluation member=0 distance=0.37368 queries=386
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_high_eff_su2_r5_d6_b05__none/hsj/lattice_round_metrics.json
