All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_training_defense_hsj_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b04__hamp_train', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[21/40] final_evaluation member=0 distance=0.39278 queries=386
[22/40] final_evaluation member=0 distance=1.4013 queries=390
[23/40] final_evaluation member=0 distance=0.07415 queries=387
[24/40] final_evaluation member=0 distance=1.237 queries=399
[25/40] final_evaluation member=0 distance=0.079051 queries=388
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0.070743 queries=386
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0.069886 queries=386
[30/40] final_evaluation member=0 distance=0.74064 queries=388
[31/40] final_evaluation member=0 distance=0.10066 queries=386
[32/40] final_evaluation member=0 distance=0.54687 queries=397
[33/40] final_evaluation member=0 distance=0.08305 queries=386
[34/40] final_evaluation member=0 distance=1.11 queries=386
[35/40] final_evaluation member=0 distance=0.17137 queries=386
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.037264 queries=386
[38/40] final_evaluation member=0 distance=0.026551 queries=386
[39/40] final_evaluation member=0 distance=0.047623 queries=389
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_high_eff_su2_r5_d6_b04__hamp_train/hsj/none_metrics.json
