All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_training_defense_hsj_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b02__l2', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[18/40] final_evaluation member=1 distance=0 queries=0
[19/40] final_evaluation member=1 distance=0.072065 queries=386
[20/40] final_evaluation member=1 distance=0.28875 queries=386
[21/40] final_evaluation member=0 distance=0.0091843 queries=386
[22/40] final_evaluation member=0 distance=0 queries=0
[23/40] final_evaluation member=0 distance=0 queries=0
[24/40] final_evaluation member=0 distance=0.036164 queries=386
[25/40] final_evaluation member=0 distance=0.26967 queries=386
[26/40] final_evaluation member=0 distance=0.19312 queries=386
[27/40] final_evaluation member=0 distance=0 queries=0
[28/40] final_evaluation member=0 distance=0.30751 queries=386
[29/40] final_evaluation member=0 distance=0.2684 queries=386
[30/40] final_evaluation member=0 distance=0 queries=0
[31/40] final_evaluation member=0 distance=0 queries=0
[32/40] final_evaluation member=0 distance=0.10378 queries=386
[33/40] final_evaluation member=0 distance=0 queries=0
[34/40] final_evaluation member=0 distance=0 queries=0
[35/40] final_evaluation member=0 distance=0 queries=0
[36/40] final_evaluation member=0 distance=0.63421 queries=386
[37/40] final_evaluation member=0 distance=0 queries=0
[38/40] final_evaluation member=0 distance=0 queries=0
[39/40] final_evaluation member=0 distance=0 queries=0
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_low_eff_su2_r1_d6_b02__l2/hsj/none_metrics.json
