All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_training_defense_hsj_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b03__hamp_train', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[31/40] attack_calibration member=0 distance=0.81671 queries=387
[32/40] attack_calibration member=0 distance=0.90935 queries=386
[33/40] attack_calibration member=0 distance=0.057962 queries=386
[34/40] attack_calibration member=0 distance=0.16053 queries=386
[35/40] attack_calibration member=0 distance=0.4438 queries=386
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=0.82068 queries=389
[38/40] attack_calibration member=0 distance=0.10945 queries=386
[39/40] attack_calibration member=0 distance=0.060529 queries=386
[40/40] attack_calibration member=0 distance=0.28991 queries=386
[1/40] final_evaluation member=1 distance=0.59597 queries=393
[2/40] final_evaluation member=1 distance=0.11433 queries=386
[3/40] final_evaluation member=1 distance=0.12863 queries=386
[4/40] final_evaluation member=1 distance=0.14456 queries=386
[5/40] final_evaluation member=1 distance=0.59519 queries=387
[6/40] final_evaluation member=1 distance=0.13823 queries=386
[7/40] final_evaluation member=1 distance=0.17948 queries=386
[8/40] final_evaluation member=1 distance=0.10989 queries=386
[9/40] final_evaluation member=1 distance=0 queries=0
[10/40] final_evaluation member=1 distance=0.45616 queries=387
[11/40] final_evaluation member=1 distance=0.5197 queries=388
[12/40] final_evaluation member=1 distance=0.46704 queries=386
[13/40] final_evaluation member=1 distance=0.12443 queries=386
[14/40] final_evaluation member=1 distance=0.74916 queries=389
[15/40] final_evaluation member=1 distance=0.30547 queries=386
[16/40] final_evaluation member=1 distance=0 queries=0
[17/40] final_evaluation member=1 distance=0.87084 queries=391
[18/40] final_evaluation member=1 distance=0.38538 queries=388
[19/40] final_evaluation member=1 distance=1.1022 queries=391
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=0.26939 queries=386
[22/40] final_evaluation member=0 distance=0.10516 queries=386
[23/40] final_evaluation member=0 distance=0.13852 queries=386
[24/40] final_evaluation member=0 distance=0.30109 queries=390
[25/40] final_evaluation member=0 distance=0.79962 queries=390
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0 queries=0
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0 queries=0
[31/40] final_evaluation member=0 distance=0.62781 queries=391
[32/40] final_evaluation member=0 distance=0.39106 queries=386
[33/40] final_evaluation member=0 distance=0.46682 queries=386
[34/40] final_evaluation member=0 distance=0.93174 queries=389
[35/40] final_evaluation member=0 distance=0.84391 queries=388
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=1.1339 queries=386
[38/40] final_evaluation member=0 distance=1.107 queries=387
[39/40] final_evaluation member=0 distance=0.4046 queries=386
[40/40] final_evaluation member=0 distance=0.076334 queries=386
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_high_eff_su2_r5_d6_b03__hamp_train/hsj/none_metrics.json
