All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b05__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'lattice_round', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[22/40] final_evaluation member=0 distance=4.899 queries=128
[23/40] final_evaluation member=0 distance=1.0124 queries=450
[24/40] final_evaluation member=0 distance=4.899 queries=128
[25/40] final_evaluation member=0 distance=1.5994 queries=450
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=1.8209 queries=386
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=1.3759 queries=450
[31/40] final_evaluation member=0 distance=1.6094 queries=386
[32/40] final_evaluation member=0 distance=1.4236 queries=386
[33/40] final_evaluation member=0 distance=1.3212 queries=386
[34/40] final_evaluation member=0 distance=4.899 queries=128
[35/40] final_evaluation member=0 distance=1.0889 queries=482
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=1.5829 queries=386
[38/40] final_evaluation member=0 distance=1.8416 queries=386
[39/40] final_evaluation member=0 distance=1.8889 queries=450
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_low_eff_su2_r1_d6_b05__none/hsj/lattice_round_metrics.json
