All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b03__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'dynanoise', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[32/40] attack_calibration member=0 distance=0.12201 queries=386
[33/40] attack_calibration member=0 distance=0.010772 queries=397
[34/40] attack_calibration member=0 distance=0.066214 queries=405
[35/40] attack_calibration member=0 distance=0.52589 queries=84
[36/40] attack_calibration member=0 distance=0 queries=0
[37/40] attack_calibration member=0 distance=0.10829 queries=392
[38/40] attack_calibration member=0 distance=0.014963 queries=398
[39/40] attack_calibration member=0 distance=0 queries=0
[40/40] attack_calibration member=0 distance=0.16602 queries=415
[1/40] final_evaluation member=1 distance=0 queries=0
[2/40] final_evaluation member=1 distance=0.087541 queries=394
[3/40] final_evaluation member=1 distance=0 queries=0
[4/40] final_evaluation member=1 distance=0.087089 queries=397
[5/40] final_evaluation member=1 distance=0 queries=0
[6/40] final_evaluation member=1 distance=0.043778 queries=399
[7/40] final_evaluation member=1 distance=0.18654 queries=400
[8/40] final_evaluation member=1 distance=0.0062607 queries=394
[9/40] final_evaluation member=1 distance=0 queries=0
[10/40] final_evaluation member=1 distance=0.077572 queries=303
[11/40] final_evaluation member=1 distance=0.006351 queries=408
[12/40] final_evaluation member=1 distance=1.4383 queries=129
[13/40] final_evaluation member=1 distance=0.079718 queries=356
[14/40] final_evaluation member=1 distance=0.23768 queries=399
[15/40] final_evaluation member=1 distance=0.21783 queries=395
[16/40] final_evaluation member=1 distance=0 queries=0
[17/40] final_evaluation member=1 distance=0.82663 queries=84
[18/40] final_evaluation member=1 distance=0.19419 queries=257
[19/40] final_evaluation member=1 distance=0.022755 queries=352
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=0.74248 queries=84
[22/40] final_evaluation member=0 distance=0.32632 queries=228
[23/40] final_evaluation member=0 distance=0.092505 queries=388
[24/40] final_evaluation member=0 distance=0.21877 queries=390
[25/40] final_evaluation member=0 distance=2.0641 queries=127
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0.42366 queries=389
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0 queries=0
[31/40] final_evaluation member=0 distance=0.055535 queries=265
[32/40] final_evaluation member=0 distance=0.28557 queries=258
[33/40] final_evaluation member=0 distance=0.5633 queries=392
[34/40] final_evaluation member=0 distance=0.11094 queries=355
[35/40] final_evaluation member=0 distance=0.20828 queries=398
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.57742 queries=407
[38/40] final_evaluation member=0 distance=0 queries=0
[39/40] final_evaluation member=0 distance=0.9571 queries=127
[40/40] final_evaluation member=0 distance=1.374e-05 queries=389
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_low_eff_su2_r1_d6_b03__none/hsj/dynanoise_metrics.json
