All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_low_eff_su2_r1_d6_b04__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'dynanoise', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[18/40] final_evaluation member=1 distance=4.899 queries=128
[19/40] final_evaluation member=1 distance=0.84069 queries=148
[20/40] final_evaluation member=1 distance=0 queries=0
[21/40] final_evaluation member=0 distance=1.3848 queries=350
[22/40] final_evaluation member=0 distance=1.6276 queries=389
[23/40] final_evaluation member=0 distance=0 queries=0
[24/40] final_evaluation member=0 distance=0.55376 queries=148
[25/40] final_evaluation member=0 distance=0 queries=0
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=1.0099 queries=193
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=4.899 queries=128
[31/40] final_evaluation member=0 distance=0 queries=0
[32/40] final_evaluation member=0 distance=1.4053 queries=148
[33/40] final_evaluation member=0 distance=1.5414 queries=84
[34/40] final_evaluation member=0 distance=1.4774 queries=166
[35/40] final_evaluation member=0 distance=0.29033 queries=387
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=2.8071 queries=84
[38/40] final_evaluation member=0 distance=4.899 queries=128
[39/40] final_evaluation member=0 distance=4.899 queries=128
[40/40] final_evaluation member=0 distance=0 queries=0
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_low_eff_su2_r1_d6_b04__none/hsj/dynanoise_metrics.json
