All arguments: ['/home/najeeb/qurift_satML/pets_tools/run_defense_hsj.py', '--repo-root', '/home/najeeb/qurift_satML', '--targets', '/home/najeeb/qurift_satML/pets_targets/credit_output_defense_targets.csv', '--target-id', 'PETS_CREDIT_high_eff_su2_r5_d6_b03__none', '--run-root', '/home/najeeb/qurift_satML/pets_runs', '--out-dir', '/home/najeeb/qurift_satML/pets_results/defenses', '--device', 'cuda', '--defense', 'none', '--hsj-records-per-class', '20', '--max-queries', '512', '--resume']
The first argument is: --repo-root
[21/40] final_evaluation member=0 distance=0.54404 queries=389
[22/40] final_evaluation member=0 distance=0.25697 queries=387
[23/40] final_evaluation member=0 distance=0.11085 queries=387
[24/40] final_evaluation member=0 distance=0.73692 queries=393
[25/40] final_evaluation member=0 distance=0.6388 queries=393
[26/40] final_evaluation member=0 distance=0 queries=0
[27/40] final_evaluation member=0 distance=0 queries=0
[28/40] final_evaluation member=0 distance=0 queries=0
[29/40] final_evaluation member=0 distance=0 queries=0
[30/40] final_evaluation member=0 distance=0 queries=0
[31/40] final_evaluation member=0 distance=0.20582 queries=389
[32/40] final_evaluation member=0 distance=0.25218 queries=387
[33/40] final_evaluation member=0 distance=0.36033 queries=387
[34/40] final_evaluation member=0 distance=0.64879 queries=389
[35/40] final_evaluation member=0 distance=0.080899 queries=387
[36/40] final_evaluation member=0 distance=0 queries=0
[37/40] final_evaluation member=0 distance=0.29131 queries=386
[38/40] final_evaluation member=0 distance=0 queries=0
[39/40] final_evaluation member=0 distance=0.38276 queries=392
[40/40] final_evaluation member=0 distance=0.065272 queries=386
[DONE] /home/najeeb/qurift_satML/pets_results/defenses/PETS_CREDIT_high_eff_su2_r5_d6_b03__none/hsj/none_metrics.json
