Attack,Mode,Queries,Shots/query,Contrast,Feature map,Noise change in AUC effect ± SD [95% CI],Model-seed blocks
correctness,ideal_shot,1,512,repetition_main_5_minus_1,zz,"-0.011 ± 0.007 [-0.019, -0.006]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"-0.001 ± 0.003 [-0.004, 0.001]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.002 ± 0.016 [-0.014, 0.016]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"-0.011 ± 0.005 [-0.017, -0.008]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"-0.018 ± 0.007 [-0.025, -0.013]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.033 ± 0.017 [-0.051, -0.016]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.065 ± 0.021 [-0.086, -0.045]",3
correctness,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"-0.010 ± 0.002 [-0.012, -0.008]",3
correctness,noisy_shot,1,512,depth_main_6_minus_2,z,"-0.018 ± 0.016 [-0.033, -0.000]",3
correctness,noisy_shot,1,512,depth_main_6_minus_2,zz,"-0.038 ± 0.009 [-0.048, -0.031]",3
correctness,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"-0.007 ± 0.004 [-0.011, -0.003]",3
correctness,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.052 ± 0.003 [-0.056, -0.050]",3
correctness,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.045 ± 0.001 [-0.047, -0.045]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.018 ± 0.016 [-0.035, -0.004]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"-0.005 ± 0.010 [-0.015, 0.006]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"-0.060 ± 0.018 [-0.078, -0.043]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.034 ± 0.014 [-0.043, -0.019]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.035 ± 0.004 [-0.038, -0.031]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.114 ± 0.006 [-0.120, -0.107]",3
correctness,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"-0.016 ± 0.009 [-0.027, -0.008]",3
correctness,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.030 ± 0.007 [-0.036, -0.023]",3
correctness,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.054 ± 0.024 [-0.076, -0.029]",3
correctness,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.026 ± 0.014 [-0.039, -0.011]",3
correctness,noisy_shot,1,512,repetition_main_5_minus_1,z,"-0.020 ± 0.007 [-0.027, -0.012]",3
correctness,noisy_shot,1,512,repetition_main_5_minus_1,zz,"-0.087 ± 0.006 [-0.093, -0.082]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"-0.003 ± 0.006 [-0.009, 0.003]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.004 ± 0.003 [-0.008, -0.002]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.000 ± 0.002 [-0.002, 0.002]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.001 ± 0.003 [-0.003, 0.004]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.003 ± 0.003 [-0.006, 0.001]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.007 ± 0.005 [-0.012, -0.002]",3
entropy,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"-0.001 ± 0.002 [-0.004, 0.001]",3
entropy,ideal_shot,1,512,depth_main_6_minus_2,z,"-0.003 ± 0.003 [-0.007, -0.001]",3
entropy,ideal_shot,1,512,depth_main_6_minus_2,zz,"-0.003 ± 0.003 [-0.006, -0.000]",3
entropy,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.001 ± 0.004 [-0.002, 0.006]",3
entropy,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.001 ± 0.004 [-0.003, 0.004]",3
entropy,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.002 ± 0.001 [-0.002, -0.001]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.009 ± 0.009 [-0.018, -0.001]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"-0.002 ± 0.003 [-0.005, 0.001]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.002 ± 0.004 [-0.001, 0.006]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.005 ± 0.009 [-0.013, 0.005]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.000 ± 0.003 [-0.002, 0.003]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.006 ± 0.001 [-0.007, -0.004]",3
entropy,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.004 ± 0.008 [-0.005, 0.010]",3
entropy,ideal_shot,1,512,repetition_by_depth_interaction,z,"0.002 ± 0.002 [-0.001, 0.004]",3
entropy,ideal_shot,1,512,repetition_by_depth_interaction,zz,"-0.007 ± 0.005 [-0.013, -0.004]",3
entropy,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.007 ± 0.008 [-0.013, 0.002]",3
entropy,ideal_shot,1,512,repetition_main_5_minus_1,z,"-0.001 ± 0.003 [-0.003, 0.002]",3
entropy,ideal_shot,1,512,repetition_main_5_minus_1,zz,"-0.002 ± 0.001 [-0.003, -0.001]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"-0.005 ± 0.007 [-0.012, 0.002]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.014 ± 0.007 [-0.020, -0.006]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"-0.008 ± 0.007 [-0.016, -0.004]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"-0.004 ± 0.004 [-0.007, 0.001]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.010 ± 0.013 [-0.021, 0.004]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.013 ± 0.045 [-0.063, 0.023]",3
entropy,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"-0.004 ± 0.001 [-0.005, -0.003]",3
entropy,noisy_shot,1,512,depth_main_6_minus_2,z,"-0.012 ± 0.005 [-0.018, -0.008]",3
entropy,noisy_shot,1,512,depth_main_6_minus_2,zz,"-0.010 ± 0.022 [-0.033, 0.009]",3
entropy,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.001 ± 0.005 [-0.005, 0.004]",3
entropy,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.011 ± 0.027 [-0.019, 0.029]",3
entropy,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"0.010 ± 0.022 [-0.015, 0.026]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.013 ± 0.009 [-0.023, -0.005]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.003 ± 0.004 [-0.001, 0.007]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.035 ± 0.047 [-0.010, 0.084]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.012 ± 0.002 [-0.014, -0.010]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"0.006 ± 0.022 [-0.010, 0.031]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"0.030 ± 0.016 [0.016, 0.048]",3
entropy,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.001 ± 0.011 [-0.009, 0.013]",3
entropy,noisy_shot,1,512,repetition_by_depth_interaction,z,"0.003 ± 0.018 [-0.008, 0.025]",3
entropy,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.005 ± 0.047 [-0.058, 0.026]",3
entropy,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.013 ± 0.004 [-0.016, -0.010]",3
entropy,noisy_shot,1,512,repetition_main_5_minus_1,z,"0.004 ± 0.013 [-0.005, 0.019]",3
entropy,noisy_shot,1,512,repetition_main_5_minus_1,zz,"0.032 ± 0.027 [0.003, 0.055]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.018 ± 0.018 [-0.002, 0.032]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.012 ± 0.017 [-0.030, 0.004]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"-0.019 ± 0.028 [-0.046, 0.010]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.009 ± 0.019 [-0.008, 0.029]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.015 ± 0.027 [-0.034, 0.016]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.005 ± 0.044 [-0.032, 0.054]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"0.014 ± 0.018 [-0.005, 0.030]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_main_6_minus_2,z,"-0.014 ± 0.016 [-0.029, 0.003]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_main_6_minus_2,zz,"-0.007 ± 0.010 [-0.014, 0.004]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.015 ± 0.010 [0.004, 0.022]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.005 ± 0.026 [-0.024, 0.026]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.011 ± 0.035 [-0.047, 0.022]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.006 ± 0.027 [-0.032, 0.022]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.003 ± 0.035 [-0.035, 0.034]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.001 ± 0.048 [-0.042, 0.054]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.015 ± 0.021 [-0.038, 0.003]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.000 ± 0.012 [-0.010, 0.013]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"0.025 ± 0.029 [0.006, 0.058]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"-0.009 ± 0.009 [-0.019, -0.002]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_by_depth_interaction,z,"-0.003 ± 0.032 [-0.038, 0.025]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_by_depth_interaction,zz,"0.024 ± 0.071 [-0.042, 0.100]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.011 ± 0.024 [-0.035, 0.012]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_main_5_minus_1,z,"0.001 ± 0.021 [-0.023, 0.015]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_main_5_minus_1,zz,"0.013 ± 0.018 [-0.002, 0.033]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.020 ± 0.026 [0.003, 0.050]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.011 ± 0.010 [-0.021, -0.001]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"-0.041 ± 0.013 [-0.055, -0.030]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"-0.001 ± 0.027 [-0.029, 0.024]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.038 ± 0.025 [-0.058, -0.010]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.113 ± 0.075 [-0.186, -0.036]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"0.009 ± 0.026 [-0.013, 0.037]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_main_6_minus_2,z,"-0.025 ± 0.017 [-0.034, -0.005]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_main_6_minus_2,zz,"-0.077 ± 0.031 [-0.108, -0.046]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.008 ± 0.020 [-0.014, 0.025]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.051 ± 0.017 [-0.066, -0.033]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.059 ± 0.037 [-0.091, -0.018]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.012 ± 0.018 [-0.030, 0.006]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.003 ± 0.017 [-0.016, 0.014]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"-0.033 ± 0.054 [-0.070, 0.029]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.033 ± 0.031 [-0.062, 0.000]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.025 ± 0.012 [-0.036, -0.013]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.106 ± 0.047 [-0.138, -0.052]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"-0.021 ± 0.014 [-0.032, -0.006]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.027 ± 0.019 [-0.047, -0.009]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.072 ± 0.088 [-0.157, 0.018]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.023 ± 0.025 [-0.046, 0.003]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_main_5_minus_1,z,"-0.011 ± 0.011 [-0.021, 0.000]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_main_5_minus_1,zz,"-0.069 ± 0.026 [-0.098, -0.049]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"-0.003 ± 0.002 [-0.004, -0.001]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.003 ± 0.002 [-0.005, -0.002]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.002 ± 0.003 [-0.001, 0.006]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.001 ± 0.004 [-0.003, 0.003]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.005 ± 0.003 [-0.008, -0.002]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.004 ± 0.001 [-0.006, -0.003]",3
loss,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"-0.001 ± 0.003 [-0.004, 0.001]",3
loss,ideal_shot,1,512,depth_main_6_minus_2,z,"-0.004 ± 0.002 [-0.006, -0.002]",3
loss,ideal_shot,1,512,depth_main_6_minus_2,zz,"-0.001 ± 0.001 [-0.002, 0.000]",3
loss,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"-0.001 ± 0.002 [-0.003, 0.001]",3
loss,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.003 ± 0.002 [-0.005, -0.001]",3
loss,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.002 ± 0.000 [-0.002, -0.001]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.008 ± 0.003 [-0.011, -0.005]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"-0.002 ± 0.003 [-0.004, 0.002]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.002 ± 0.003 [-0.002, 0.005]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.005 ± 0.005 [-0.008, 0.000]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.003 ± 0.002 [-0.006, -0.001]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.005 ± 0.001 [-0.006, -0.004]",3
loss,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.004 ± 0.003 [0.001, 0.006]",3
loss,ideal_shot,1,512,repetition_by_depth_interaction,z,"-0.002 ± 0.002 [-0.004, 0.000]",3
loss,ideal_shot,1,512,repetition_by_depth_interaction,zz,"-0.007 ± 0.004 [-0.011, -0.003]",3
loss,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.007 ± 0.004 [-0.009, -0.002]",3
loss,ideal_shot,1,512,repetition_main_5_minus_1,z,"-0.002 ± 0.003 [-0.005, 0.001]",3
loss,ideal_shot,1,512,repetition_main_5_minus_1,zz,"-0.001 ± 0.001 [-0.003, -0.001]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.002 ± 0.001 [0.001, 0.004]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.010 ± 0.007 [-0.018, -0.005]",3
