Attack,Mode,Queries,Shots/query,Contrast,Feature map,AUC effect ± SD [95% CI],Model-seed blocks
correctness,exact,0,0,repetition_5_minus_1_at_depth6,z,"0.066 ± 0.008 [0.057, 0.072]",3
correctness,exact,0,0,repetition_5_minus_1_at_depth6,zz,"0.072 ± 0.009 [0.065, 0.083]",3
correctness,exact,0,0,repetition_by_depth_interaction,eff_su2,"0.022 ± 0.026 [-0.007, 0.040]",3
correctness,exact,0,0,repetition_by_depth_interaction,z,"-0.010 ± 0.014 [-0.025, 0.003]",3
correctness,exact,0,0,repetition_by_depth_interaction,zz,"0.039 ± 0.005 [0.035, 0.045]",3
correctness,exact,0,0,repetition_main_5_minus_1,eff_su2,"0.061 ± 0.020 [0.046, 0.084]",3
correctness,exact,0,0,repetition_main_5_minus_1,z,"0.071 ± 0.001 [0.070, 0.071]",3
correctness,exact,0,0,repetition_main_5_minus_1,zz,"0.053 ± 0.011 [0.042, 0.064]",3
correctness,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"-0.000 ± 0.017 [-0.017, 0.017]",3
correctness,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.051 ± 0.020 [0.034, 0.073]",3
correctness,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.047 ± 0.025 [0.022, 0.072]",3
correctness,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.029 ± 0.016 [0.013, 0.044]",3
correctness,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"0.035 ± 0.016 [0.019, 0.052]",3
correctness,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.082 ± 0.010 [0.071, 0.091]",3
correctness,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"0.014 ± 0.014 [0.006, 0.031]",3
correctness,ideal_shot,1,512,depth_main_6_minus_2,z,"0.043 ± 0.018 [0.026, 0.062]",3
correctness,ideal_shot,1,512,depth_main_6_minus_2,zz,"0.065 ± 0.018 [0.046, 0.082]",3
correctness,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.043 ± 0.006 [0.037, 0.050]",3
correctness,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.055 ± 0.002 [0.053, 0.057]",3
correctness,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"0.012 ± 0.005 [0.008, 0.018]",3
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.033 ± 0.015 [0.017, 0.047]",3
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.074 ± 0.008 [0.066, 0.082]",3
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.025 ± 0.020 [0.009, 0.048]",3
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.063 ± 0.002 [0.060, 0.064]",3
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"0.058 ± 0.007 [0.051, 0.064]",3
correctness,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"0.060 ± 0.006 [0.054, 0.067]",3
correctness,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.029 ± 0.017 [0.013, 0.047]",3
correctness,ideal_shot,1,512,repetition_by_depth_interaction,z,"-0.015 ± 0.006 [-0.022, -0.010]",3
correctness,ideal_shot,1,512,repetition_by_depth_interaction,zz,"0.035 ± 0.015 [0.019, 0.049]",3
correctness,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.048 ± 0.007 [0.041, 0.054]",3
correctness,ideal_shot,1,512,repetition_main_5_minus_1,z,"0.066 ± 0.007 [0.058, 0.071]",3
correctness,ideal_shot,1,512,repetition_main_5_minus_1,zz,"0.042 ± 0.013 [0.033, 0.057]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.006 ± 0.013 [-0.009, 0.015]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.051 ± 0.018 [0.040, 0.072]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.033 ± 0.024 [0.011, 0.058]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.011 ± 0.023 [-0.003, 0.037]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"0.011 ± 0.013 [-0.003, 0.023]",3
correctness,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.018 ± 0.001 [0.017, 0.019]",3
correctness,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"0.009 ± 0.015 [-0.006, 0.024]",3
correctness,noisy_shot,1,512,depth_main_6_minus_2,z,"0.031 ± 0.015 [0.019, 0.048]",3
correctness,noisy_shot,1,512,depth_main_6_minus_2,zz,"0.025 ± 0.012 [0.014, 0.038]",3
correctness,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.040 ± 0.008 [0.034, 0.048]",3
correctness,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.009 ± 0.005 [0.004, 0.014]",3
correctness,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.031 ± 0.006 [-0.035, -0.024]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.032 ± 0.018 [0.016, 0.052]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.071 ± 0.009 [0.064, 0.081]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"-0.027 ± 0.025 [-0.043, 0.002]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.037 ± 0.016 [0.022, 0.054]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"0.030 ± 0.010 [0.019, 0.037]",3
correctness,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.041 ± 0.007 [-0.050, -0.037]",3
correctness,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.005 ± 0.021 [-0.016, 0.026]",3
correctness,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.040 ± 0.010 [-0.048, -0.029]",3
correctness,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.015 ± 0.023 [-0.039, 0.006]",3
correctness,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.035 ± 0.014 [0.019, 0.044]",3
correctness,noisy_shot,1,512,repetition_main_5_minus_1,z,"0.051 ± 0.008 [0.043, 0.059]",3
correctness,noisy_shot,1,512,repetition_main_5_minus_1,zz,"-0.034 ± 0.014 [-0.044, -0.018]",3
entropy,exact,0,0,depth_6_minus_2_at_repetition1,eff_su2,"0.011 ± 0.011 [-0.001, 0.019]",3
entropy,exact,0,0,depth_6_minus_2_at_repetition1,z,"0.054 ± 0.016 [0.035, 0.065]",3
entropy,exact,0,0,depth_6_minus_2_at_repetition1,zz,"0.031 ± 0.011 [0.022, 0.043]",3
entropy,exact,0,0,depth_6_minus_2_at_repetition5,eff_su2,"0.035 ± 0.018 [0.014, 0.047]",3
entropy,exact,0,0,depth_6_minus_2_at_repetition5,z,"-0.003 ± 0.022 [-0.027, 0.017]",3
entropy,exact,0,0,depth_6_minus_2_at_repetition5,zz,"0.004 ± 0.022 [-0.014, 0.028]",3
entropy,exact,0,0,depth_main_6_minus_2,eff_su2,"0.023 ± 0.007 [0.017, 0.030]",3
entropy,exact,0,0,depth_main_6_minus_2,z,"0.025 ± 0.019 [0.004, 0.041]",3
entropy,exact,0,0,depth_main_6_minus_2,zz,"0.018 ± 0.009 [0.007, 0.025]",3
entropy,exact,0,0,feature_z_minus_eff_su2,paired_feature_maps,"0.002 ± 0.014 [-0.014, 0.014]",3
entropy,exact,0,0,feature_zz_minus_eff_su2,paired_feature_maps,"-0.008 ± 0.014 [-0.016, 0.008]",3
entropy,exact,0,0,feature_zz_minus_z,paired_feature_maps,"-0.010 ± 0.011 [-0.022, -0.002]",3
entropy,exact,0,0,repetition_5_minus_1_at_depth2,eff_su2,"0.020 ± 0.024 [-0.004, 0.045]",3
entropy,exact,0,0,repetition_5_minus_1_at_depth2,z,"0.045 ± 0.018 [0.025, 0.056]",3
entropy,exact,0,0,repetition_5_minus_1_at_depth2,zz,"0.016 ± 0.027 [-0.003, 0.047]",3
entropy,exact,0,0,repetition_5_minus_1_at_depth6,eff_su2,"0.045 ± 0.005 [0.040, 0.050]",3
entropy,exact,0,0,repetition_5_minus_1_at_depth6,z,"-0.012 ± 0.010 [-0.024, -0.004]",3
entropy,exact,0,0,repetition_5_minus_1_at_depth6,zz,"-0.011 ± 0.025 [-0.040, 0.004]",3
entropy,exact,0,0,repetition_by_depth_interaction,eff_su2,"0.024 ± 0.027 [-0.005, 0.048]",3
entropy,exact,0,0,repetition_by_depth_interaction,z,"-0.057 ± 0.008 [-0.062, -0.049]",3
entropy,exact,0,0,repetition_by_depth_interaction,zz,"-0.027 ± 0.029 [-0.044, 0.006]",3
entropy,exact,0,0,repetition_main_5_minus_1,eff_su2,"0.032 ± 0.011 [0.020, 0.043]",3
entropy,exact,0,0,repetition_main_5_minus_1,z,"0.017 ± 0.014 [0.001, 0.026]",3
entropy,exact,0,0,repetition_main_5_minus_1,zz,"0.003 ± 0.022 [-0.018, 0.025]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.008 ± 0.013 [-0.004, 0.022]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.050 ± 0.014 [0.034, 0.058]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.032 ± 0.012 [0.020, 0.044]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.036 ± 0.021 [0.012, 0.051]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.006 ± 0.021 [-0.030, 0.011]",3
entropy,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.002 ± 0.021 [-0.017, 0.022]",3
entropy,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"0.022 ± 0.005 [0.017, 0.026]",3
entropy,ideal_shot,1,512,depth_main_6_minus_2,z,"0.022 ± 0.017 [0.002, 0.034]",3
entropy,ideal_shot,1,512,depth_main_6_minus_2,zz,"0.015 ± 0.007 [0.007, 0.021]",3
entropy,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.003 ± 0.010 [-0.008, 0.012]",3
entropy,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.008 ± 0.012 [-0.018, 0.005]",3
entropy,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.011 ± 0.010 [-0.023, -0.004]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.011 ± 0.023 [-0.005, 0.038]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.043 ± 0.015 [0.026, 0.052]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.018 ± 0.031 [-0.004, 0.053]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.040 ± 0.011 [0.028, 0.049]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.012 ± 0.008 [-0.020, -0.006]",3
entropy,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.016 ± 0.024 [-0.044, -0.002]",3
entropy,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.028 ± 0.034 [-0.010, 0.054]",3
entropy,ideal_shot,1,512,repetition_by_depth_interaction,z,"-0.056 ± 0.009 [-0.063, -0.046]",3
entropy,ideal_shot,1,512,repetition_by_depth_interaction,zz,"-0.034 ± 0.032 [-0.057, 0.002]",3
entropy,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.026 ± 0.006 [0.022, 0.033]",3
entropy,ideal_shot,1,512,repetition_main_5_minus_1,z,"0.016 ± 0.011 [0.003, 0.023]",3
entropy,ideal_shot,1,512,repetition_main_5_minus_1,zz,"0.001 ± 0.023 [-0.020, 0.025]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.006 ± 0.007 [0.000, 0.014]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.040 ± 0.010 [0.030, 0.050]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.023 ± 0.014 [0.013, 0.040]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.032 ± 0.020 [0.009, 0.046]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.013 ± 0.024 [-0.041, 0.005]",3
entropy,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.008 ± 0.028 [-0.035, 0.022]",3
entropy,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"0.019 ± 0.007 [0.012, 0.025]",3
entropy,noisy_shot,1,512,depth_main_6_minus_2,z,"0.013 ± 0.016 [-0.006, 0.023]",3
entropy,noisy_shot,1,512,depth_main_6_minus_2,zz,"0.008 ± 0.021 [-0.009, 0.031]",3
entropy,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.003 ± 0.011 [-0.010, 0.010]",3
entropy,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.003 ± 0.013 [-0.011, 0.013]",3
entropy,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"0.000 ± 0.019 [-0.020, 0.018]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.007 ± 0.023 [-0.009, 0.034]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.048 ± 0.018 [0.028, 0.063]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.051 ± 0.027 [0.033, 0.082]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.033 ± 0.006 [0.028, 0.040]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.006 ± 0.029 [-0.027, 0.027]",3
entropy,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"0.019 ± 0.010 [0.008, 0.029]",3
entropy,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.025 ± 0.027 [-0.005, 0.043]",3
entropy,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.054 ± 0.017 [-0.071, -0.036]",3
entropy,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.032 ± 0.018 [-0.052, -0.018]",3
entropy,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.020 ± 0.010 [0.010, 0.031]",3
entropy,noisy_shot,1,512,repetition_main_5_minus_1,z,"0.021 ± 0.022 [0.001, 0.045]",3
entropy,noisy_shot,1,512,repetition_main_5_minus_1,zz,"0.035 ± 0.018 [0.021, 0.056]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_6_minus_2_at_repetition1,eff_su2,"-0.019 ± 0.031 [-0.050, 0.011]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_6_minus_2_at_repetition1,z,"0.064 ± 0.006 [0.057, 0.069]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_6_minus_2_at_repetition1,zz,"0.070 ± 0.022 [0.046, 0.090]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_6_minus_2_at_repetition5,eff_su2,"0.027 ± 0.039 [-0.015, 0.061]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_6_minus_2_at_repetition5,z,"0.065 ± 0.025 [0.038, 0.089]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_6_minus_2_at_repetition5,zz,"0.119 ± 0.053 [0.060, 0.161]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_main_6_minus_2,eff_su2,"0.004 ± 0.032 [-0.033, 0.024]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_main_6_minus_2,z,"0.065 ± 0.016 [0.048, 0.079]",3
learned_mlp_pv_plus_stats,exact,0,0,depth_main_6_minus_2,zz,"0.094 ± 0.036 [0.053, 0.117]",3
learned_mlp_pv_plus_stats,exact,0,0,feature_z_minus_eff_su2,paired_feature_maps,"0.028 ± 0.020 [0.017, 0.051]",3
learned_mlp_pv_plus_stats,exact,0,0,feature_zz_minus_eff_su2,paired_feature_maps,"0.063 ± 0.022 [0.044, 0.087]",3
learned_mlp_pv_plus_stats,exact,0,0,feature_zz_minus_z,paired_feature_maps,"0.034 ± 0.039 [-0.007, 0.070]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_5_minus_1_at_depth2,eff_su2,"0.031 ± 0.031 [-0.003, 0.058]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_5_minus_1_at_depth2,z,"0.096 ± 0.024 [0.070, 0.116]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_5_minus_1_at_depth2,zz,"0.012 ± 0.026 [-0.016, 0.036]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_5_minus_1_at_depth6,eff_su2,"0.077 ± 0.005 [0.073, 0.083]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_5_minus_1_at_depth6,z,"0.097 ± 0.008 [0.089, 0.104]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_5_minus_1_at_depth6,zz,"0.061 ± 0.026 [0.031, 0.080]",3
